,game_number,victory_rank,survival_rank,tactic_rank,overall_rank,units
33747,33747,S,S,S,S,Guy-Raven-Eliwood
33748,33748,S,S,S,S,Bartre-Matthew-Eliwood
33749,33749,S,S,S,S,Rath-Rebecca-Lyn
33750,33750,S,S,S,S,Lucius-Marcus-Hector
33751,33751,S,S,S,S,Matthew-Kent-Hector
33752,33752,S,S,S,S,Bartre-Lucius-Hector
33753,33753,S,B,S,A,Rebecca-Matthew-Hector
33754,33754,F,S,S,D,Rebecca-Bartre-Lyn
33755,33755,S,S,S,S,Kent-Sain-Hector
33756,33756,S,S,S,S,Dorcas-Marcus-Eliwood
33757,33757,S,S,S,S,Bartre-Lucius-Hector
33758,33758,S,S,S,S,Sain-Matthew-Lyn
33759,33759,F,S,S,D,Guy-Canas-Lyn
33760,33760,S,S,S,S,Marcus-Heath-Hector
33761,33761,S,A,S,S,Guy-Canas-Hector
33762,33762,S,S,S,S,Rebecca-Guy-Eliwood
33763,33763,S,S,S,S,Lowen-Erk-Lyn
33764,33764,S,S,S,S,Dorcas-Rebecca-Lyn
33765,33765,F,S,S,D,Rath-Florina-Lyn
33766,33766,S,A,S,S,Rebecca-Sain-Eliwood
33767,33767,S,A,S,S,Erk-Canas-Hector
33768,33768,S,S,S,S,Florina-Dart-Eliwood
33769,33769,S,S,S,S,Kent-Heath-Eliwood
33770,33770,F,B,S,D,Canas-Erk-Eliwood
33771,33771,S,S,S,S,Florina-Dorcas-Eliwood
33772,33772,S,S,S,S,Lowen-Rebecca-Hector
33773,33773,S,S,S,S,Lowen-Lucius-Eliwood
33774,33774,S,S,S,S,Rebecca-Raven-Hector
33775,33775,S,S,S,S,Lucius-Matthew-Eliwood
33776,33776,S,S,S,S,Rath-Sain-Eliwood
33777,33777,S,S,S,S,Rebecca-Matthew-Eliwood
33778,33778,F,A,F,F,Rebecca-Erk-Hector
33779,33779,S,B,S,A,Lucius-Kent-Hector
33780,33780,S,S,S,S,Canas-Rath-Hector
33781,33781,S,S,S,S,Erk-Lowen-Hector
33782,33782,S,S,S,S,Lucius-Rebecca-Hector
33783,33783,S,S,S,S,Dart-Florina-Hector
33784,33784,S,S,S,S,Matthew-Erk-Hector
33785,33785,S,S,S,S,Marcus-Rath-Lyn
33786,33786,F,A,S,D,Lowen-Florina-Lyn
33787,33787,S,S,S,S,Rebecca-Sain-Eliwood
33788,33788,F,S,S,D,Rebecca-Lowen-Lyn
33789,33789,S,S,S,S,Oswin-Dorcas-Eliwood
33790,33790,S,S,S,S,Rebecca-Rath-Hector
33791,33791,S,S,S,S,Marcus-Oswin-Lyn
33792,33792,S,S,S,S,Matthew-Raven-Lyn
33793,33793,S,S,S,S,Sain-Lowen-Lyn
33794,33794,F,S,S,D,Marcus-Bartre-Hector
33795,33795,S,S,S,S,Sain-Rath-Lyn
33796,33796,S,S,S,S,Rath-Rebecca-Hector
33797,33797,S,S,S,S,Erk-Dorcas-Eliwood
33798,33798,F,S,S,D,Rebecca-Florina-Lyn
33799,33799,S,S,S,S,Kent-Sain-Hector
33800,33800,S,S,S,S,Heath-Erk-Hector
33801,33801,S,S,S,S,Heath-Raven-Hector
33802,33802,F,S,S,D,Canas-Dorcas-Lyn
33803,33803,S,S,S,S,Erk-Dart-Lyn
33804,33804,S,S,S,S,Kent-Rath-Hector
33805,33805,S,S,S,S,Sain-Matthew-Hector
33806,33806,S,S,S,S,Canas-Lucius-Eliwood
33807,33807,S,S,S,S,Dorcas-Oswin-Eliwood
33808,33808,S,S,S,S,Rebecca-Raven-Eliwood
33809,33809,S,S,S,S,Erk-Canas-Hector
33810,33810,S,A,S,S,Kent-Raven-Eliwood
33811,33811,S,S,S,S,Bartre-Dorcas-Eliwood
33812,33812,F,S,S,D,Rebecca-Guy-Lyn
33813,33813,S,S,S,S,Guy-Rath-Lyn
33814,33814,S,S,S,S,Oswin-Rath-Lyn
33815,33815,S,A,S,S,Lowen-Guy-Hector
33816,33816,S,S,S,S,Raven-Heath-Lyn
33817,33817,F,A,S,D,Florina-Dart-Eliwood
33818,33818,S,B,S,A,Matthew-Erk-Lyn
33819,33819,S,S,S,S,Heath-Lucius-Lyn
33820,33820,S,S,S,S,Erk-Kent-Lyn
33821,33821,S,S,S,S,Lowen-Heath-Lyn
33822,33822,S,S,S,S,Dorcas-Kent-Eliwood
33823,33823,S,S,S,S,Matthew-Sain-Hector
33824,33824,S,S,S,S,Rath-Guy-Eliwood
33825,33825,S,S,S,S,Marcus-Canas-Lyn
33826,33826,S,S,S,S,Dart-Matthew-Lyn
33827,33827,S,S,S,S,Lucius-Oswin-Lyn
33828,33828,S,A,S,S,Oswin-Matthew-Lyn
33829,33829,F,S,S,D,Lucius-Matthew-Lyn
33830,33830,S,S,S,S,Canas-Matthew-Eliwood
33831,33831,F,S,S,D,Kent-Bartre-Lyn
33832,33832,S,S,S,S,Bartre-Rebecca-Lyn
33833,33833,S,S,S,S,Rath-Heath-Hector
33834,33834,F,S,S,D,Guy-Florina-Eliwood
33835,33835,S,S,S,S,Bartre-Marcus-Hector
33836,33836,S,S,S,S,Bartre-Raven-Hector
33837,33837,S,S,S,S,Dorcas-Heath-Hector
33838,33838,S,S,S,S,Oswin-Dart-Lyn
33839,33839,S,S,S,S,Marcus-Raven-Eliwood
33840,33840,S,S,S,S,Dart-Dorcas-Eliwood
33841,33841,S,S,S,S,Rath-Marcus-Hector
33842,33842,S,S,S,S,Raven-Lucius-Eliwood
33843,33843,F,S,S,D,Rebecca-Matthew-Eliwood
33844,33844,S,A,S,S,Kent-Matthew-Eliwood
33845,33845,S,A,S,S,Matthew-Lowen-Hector
33846,33846,S,S,S,S,Marcus-Lowen-Eliwood
33847,33847,S,S,S,S,Dart-Sain-Lyn
33848,33848,S,S,S,S,Rath-Guy-Hector
33849,33849,S,S,S,S,Matthew-Dorcas-Lyn
33850,33850,S,S,S,S,Dart-Matthew-Eliwood
33851,33851,S,S,S,S,Rath-Matthew-Eliwood
33852,33852,F,S,S,D,Dart-Raven-Eliwood
33853,33853,S,S,S,S,Dorcas-Lucius-Eliwood
33854,33854,S,A,S,S,Heath-Matthew-Hector
33855,33855,S,S,S,S,Kent-Erk-Lyn
33856,33856,S,S,S,S,Florina-Raven-Lyn
33857,33857,S,S,S,S,Erk-Guy-Lyn
33858,33858,F,S,S,D,Kent-Lucius-Lyn
33859,33859,S,S,S,S,Rebecca-Florina-Hector
33860,33860,S,S,S,S,Bartre-Erk-Eliwood
33861,33861,S,S,S,S,Heath-Rath-Hector
33862,33862,S,S,S,S,Bartre-Sain-Eliwood
33863,33863,F,S,S,D,Matthew-Rebecca-Lyn
33864,33864,S,S,S,S,Canas-Rebecca-Lyn
33865,33865,S,S,S,S,Sain-Lucius-Eliwood
33866,33866,S,S,S,S,Raven-Rath-Hector
33867,33867,S,A,S,S,Kent-Lowen-Eliwood
33868,33868,F,B,S,D,Rebecca-Erk-Eliwood
33869,33869,S,S,S,S,Heath-Marcus-Lyn
33870,33870,S,S,S,S,Florina-Raven-Eliwood
33871,33871,S,A,S,S,Florina-Matthew-Lyn
33872,33872,S,S,S,S,Raven-Kent-Lyn
33873,33873,S,A,S,S,Florina-Guy-Eliwood
33874,33874,S,S,S,S,Canas-Bartre-Eliwood
33875,33875,S,S,S,S,Lowen-Raven-Lyn
33876,33876,S,A,S,S,Lucius-Florina-Lyn
33877,33877,S,S,S,S,Rebecca-Sain-Hector
33878,33878,S,S,S,S,Rath-Florina-Hector
33879,33879,S,S,S,S,Oswin-Heath-Eliwood
33880,33880,F,S,S,D,Lowen-Florina-Eliwood
33881,33881,S,S,S,S,Raven-Matthew-Hector
33882,33882,S,S,S,S,Florina-Dart-Lyn
33883,33883,S,A,S,S,Guy-Heath-Hector
33884,33884,S,S,S,S,Kent-Rebecca-Hector
33885,33885,S,A,S,S,Kent-Heath-Hector
33886,33886,S,A,S,S,Florina-Lucius-Eliwood
33887,33887,S,S,S,S,Guy-Raven-Lyn
33888,33888,S,S,S,S,Guy-Lucius-Hector
33889,33889,S,S,S,S,Rath-Bartre-Eliwood
33890,33890,S,S,S,S,Guy-Kent-Hector
33891,33891,S,S,S,S,Rath-Bartre-Eliwood
33892,33892,S,S,S,S,Matthew-Heath-Lyn
33893,33893,S,S,S,S,Canas-Rebecca-Eliwood
33894,33894,S,S,S,S,Erk-Rebecca-Lyn
33895,33895,S,S,S,S,Kent-Oswin-Eliwood
33896,33896,S,S,S,S,Matthew-Sain-Hector
33897,33897,S,S,S,S,Heath-Oswin-Hector
33898,33898,S,S,S,S,Canas-Lowen-Eliwood
33899,33899,F,S,F,F,Bartre-Rebecca-Lyn
33900,33900,F,S,S,D,Lowen-Florina-Lyn
33901,33901,S,S,S,S,Oswin-Rebecca-Eliwood
33902,33902,S,S,S,S,Dorcas-Bartre-Lyn
33903,33903,F,A,S,D,Raven-Matthew-Hector
33904,33904,F,S,S,D,Rebecca-Rebecca-Eliwood
33905,33905,S,A,S,S,Marcus-Matthew-Hector
33906,33906,S,S,S,S,Sain-Erk-Eliwood
33907,33907,S,S,S,S,Sain-Bartre-Eliwood
33908,33908,S,S,S,S,Oswin-Dart-Lyn
33909,33909,F,S,S,D,Oswin-Florina-Lyn
33910,33910,S,A,S,S,Matthew-Lowen-Lyn
33911,33911,F,B,S,D,Dart-Kent-Lyn
33912,33912,S,A,S,S,Matthew-Erk-Hector
33913,33913,S,S,S,S,Rebecca-Lowen-Eliwood
33914,33914,S,S,S,S,Dart-Sain-Lyn
33915,33915,S,S,S,S,Erk-Oswin-Lyn
33916,33916,S,S,S,S,Kent-Marcus-Hector
33917,33917,S,A,S,S,Rath-Rebecca-Lyn
33918,33918,S,S,S,S,Guy-Lowen-Hector
33919,33919,F,S,S,D,Canas-Raven-Hector
33920,33920,F,S,S,D,Marcus-Heath-Lyn
33921,33921,S,S,S,S,Heath-Dorcas-Eliwood
33922,33922,S,S,S,S,Dart-Guy-Lyn
33923,33923,S,S,S,S,Lucius-Dart-Eliwood
33924,33924,S,S,S,S,Oswin-Florina-Hector
33925,33925,S,S,S,S,Rath-Matthew-Lyn
33926,33926,S,A,S,S,Matthew-Rath-Eliwood
33927,33927,S,A,S,S,Lucius-Rebecca-Hector
33928,33928,F,S,S,D,Rebecca-Dart-Lyn
33929,33929,F,S,S,D,Rath-Heath-Eliwood
33930,33930,S,A,S,S,Rath-Erk-Lyn
33931,33931,S,S,S,S,Kent-Florina-Hector
33932,33932,S,S,S,S,Heath-Dorcas-Eliwood
33933,33933,S,S,S,S,Rebecca-Dorcas-Hector
33934,33934,S,S,S,S,Lowen-Marcus-Lyn
33935,33935,S,S,S,S,Lowen-Dart-Lyn
33936,33936,S,S,S,S,Marcus-Lowen-Lyn
33937,33937,S,S,S,S,Oswin-Matthew-Lyn
33938,33938,S,S,S,S,Lowen-Rebecca-Eliwood
33939,33939,S,S,S,S,Rath-Marcus-Hector
33940,33940,F,S,S,D,Dorcas-Erk-Lyn
33941,33941,S,S,S,S,Bartre-Kent-Hector
33942,33942,S,A,S,S,Erk-Rebecca-Lyn
33943,33943,S,S,S,S,Dorcas-Rath-Hector
33944,33944,S,S,S,S,Rebecca-Guy-Eliwood
33945,33945,S,S,S,S,Raven-Heath-Lyn
33946,33946,S,S,S,S,Rebecca-Kent-Hector
33947,33947,S,S,S,S,Canas-Rath-Hector
33948,33948,S,S,S,S,Dorcas-Lowen-Eliwood
33949,33949,S,S,S,S,Raven-Canas-Hector
33950,33950,S,S,S,S,Raven-Erk-Hector
33951,33951,S,S,S,S,Marcus-Dart-Lyn
33952,33952,S,S,S,S,Erk-Lowen-Eliwood
33953,33953,S,S,S,S,Canas-Rebecca-Lyn
33954,33954,F,S,S,D,Canas-Marcus-Eliwood
33955,33955,S,S,S,S,Rath-Raven-Hector
33956,33956,S,S,S,S,Canas-Marcus-Hector
33957,33957,S,S,S,S,Lowen-Lucius-Lyn
33958,33958,S,S,S,S,Lowen-Rebecca-Hector
33959,33959,S,S,S,S,Dorcas-Raven-Eliwood
33960,33960,S,S,S,S,Matthew-Raven-Hector
33961,33961,F,S,S,D,Florina-Guy-Lyn
33962,33962,S,S,S,S,Dart-Dorcas-Eliwood
33963,33963,S,A,S,S,Bartre-Erk-Hector
33964,33964,S,S,S,S,Bartre-Marcus-Hector
33965,33965,S,S,S,S,Lowen-Dorcas-Hector
33966,33966,S,S,S,S,Oswin-Dart-Hector
33967,33967,S,S,S,S,Florina-Rebecca-Hector
33968,33968,S,S,S,S,Rebecca-Lucius-Lyn
33969,33969,S,S,S,S,Oswin-Matthew-Eliwood
33970,33970,S,S,S,S,Oswin-Rath-Eliwood
33971,33971,S,S,S,S,Dorcas-Bartre-Lyn
33972,33972,S,S,S,S,Erk-Rath-Eliwood
33973,33973,F,S,S,D,Dart-Rebecca-Lyn
33974,33974,S,S,S,S,Lowen-Marcus-Hector
33975,33975,S,S,S,S,Kent-Rebecca-Eliwood
33976,33976,S,S,S,S,Dart-Oswin-Eliwood
33977,33977,S,S,S,S,Erk-Dart-Lyn
33978,33978,S,S,S,S,Raven-Matthew-Hector
33979,33979,S,A,S,S,Rebecca-Raven-Eliwood
33980,33980,S,S,S,S,Guy-Rebecca-Hector
33981,33981,S,S,S,S,Canas-Heath-Hector
33982,33982,S,S,S,S,Bartre-Canas-Eliwood
33983,33983,S,S,S,S,Guy-Lucius-Eliwood
33984,33984,S,S,S,S,Rebecca-Bartre-Hector
33985,33985,S,S,S,S,Kent-Marcus-Hector
33986,33986,S,S,S,S,Oswin-Lowen-Eliwood
33987,33987,S,S,S,S,Rath-Heath-Hector
33988,33988,S,S,S,S,Kent-Guy-Lyn
33989,33989,S,S,S,S,Oswin-Canas-Hector
33990,33990,S,S,S,S,Bartre-Kent-Lyn
33991,33991,S,S,S,S,Guy-Florina-Hector
33992,33992,S,S,S,S,Matthew-Marcus-Eliwood
33993,33993,F,S,S,D,Raven-Dart-Hector
33994,33994,S,A,S,S,Rath-Erk-Hector
33995,33995,F,S,S,D,Guy-Heath-Eliwood
33996,33996,S,S,S,S,Bartre-Heath-Eliwood
33997,33997,S,S,S,S,Matthew-Rebecca-Eliwood
33998,33998,S,S,S,S,Heath-Kent-Hector
33999,33999,S,S,S,S,Bartre-Marcus-Eliwood
34000,34000,S,A,S,S,Dorcas-Kent-Hector
34001,34001,S,S,S,S,Lucius-Marcus-Lyn
34002,34002,S,S,S,S,Raven-Rebecca-Eliwood
34003,34003,S,S,S,S,Dart-Matthew-Hector
34004,34004,S,A,S,S,Florina-Heath-Hector
34005,34005,S,S,S,S,Dart-Sain-Eliwood
34006,34006,S,S,S,S,Guy-Oswin-Hector
34007,34007,S,S,S,S,Rebecca-Rath-Hector
34008,34008,S,S,S,S,Oswin-Bartre-Hector
34009,34009,S,S,S,S,Rath-Guy-Eliwood
34010,34010,S,S,S,S,Lowen-Bartre-Eliwood
34011,34011,S,S,S,S,Dart-Canas-Lyn
34012,34012,S,A,S,S,Heath-Rebecca-Eliwood
34013,34013,S,S,S,S,Heath-Dart-Hector
34014,34014,F,S,S,D,Lucius-Rath-Lyn
34015,34015,S,S,S,S,Marcus-Dorcas-Hector
34016,34016,S,S,S,S,Dart-Sain-Lyn
34017,34017,S,A,S,S,Lucius-Guy-Eliwood
34018,34018,S,S,S,S,Raven-Dart-Eliwood
34019,34019,S,S,S,S,Florina-Canas-Eliwood
34020,34020,S,S,S,S,Marcus-Rebecca-Lyn
34021,34021,F,S,S,D,Guy-Heath-Lyn
34022,34022,S,S,S,S,Lucius-Lowen-Eliwood
34023,34023,F,S,F,F,Kent-Raven-Eliwood
34024,34024,S,S,S,S,Kent-Lucius-Hector
34025,34025,S,S,S,S,Bartre-Heath-Eliwood
34026,34026,S,S,S,S,Marcus-Bartre-Hector
34027,34027,S,S,S,S,Lowen-Guy-Hector
34028,34028,S,S,S,S,Oswin-Erk-Lyn
34029,34029,F,S,S,D,Sain-Rebecca-Lyn
34030,34030,S,B,S,A,Bartre-Erk-Hector
34031,34031,S,S,S,S,Heath-Lucius-Hector
34032,34032,S,A,S,S,Guy-Matthew-Lyn
34033,34033,S,S,S,S,Rebecca-Lucius-Hector
34034,34034,S,S,S,S,Kent-Canas-Eliwood
34035,34035,F,S,S,D,Bartre-Rebecca-Hector
34036,34036,S,S,S,S,Marcus-Heath-Eliwood
34037,34037,F,S,S,D,Lowen-Heath-Eliwood
34038,34038,S,S,S,S,Sain-Guy-Eliwood
34039,34039,S,S,S,S,Sain-Guy-Hector
34040,34040,F,B,S,D,Rath-Florina-Lyn
34041,34041,S,S,S,S,Florina-Rebecca-Eliwood
34042,34042,F,S,S,D,Kent-Guy-Eliwood
34043,34043,S,S,S,S,Bartre-Lowen-Eliwood
34044,34044,S,S,S,S,Dart-Matthew-Eliwood
34045,34045,S,A,S,S,Canas-Lucius-Eliwood
34046,34046,S,S,S,S,Kent-Raven-Hector
34047,34047,S,S,S,S,Raven-Matthew-Hector
34048,34048,S,S,S,S,Kent-Rebecca-Eliwood
34049,34049,S,B,S,A,Erk-Rebecca-Hector
34050,34050,S,S,S,S,Lucius-Guy-Lyn
34051,34051,S,S,S,S,Dart-Heath-Eliwood
34052,34052,S,S,S,S,Rath-Marcus-Hector
34053,34053,S,S,S,S,Marcus-Rath-Lyn
34054,34054,F,S,S,D,Kent-Marcus-Eliwood
34055,34055,S,S,S,S,Rath-Erk-Lyn
34056,34056,F,S,S,D,Sain-Kent-Hector
34057,34057,S,S,S,S,Marcus-Heath-Hector
34058,34058,S,A,S,S,Bartre-Erk-Lyn
34059,34059,F,S,S,D,Florina-Dorcas-Lyn
34060,34060,S,S,S,S,Marcus-Heath-Lyn
34061,34061,S,S,S,S,Dart-Marcus-Lyn
34062,34062,S,A,S,S,Florina-Matthew-Hector
34063,34063,S,S,S,S,Raven-Heath-Lyn
34064,34064,S,S,S,S,Bartre-Oswin-Hector
34065,34065,F,S,S,D,Sain-Raven-Lyn
34066,34066,S,S,S,S,Oswin-Lucius-Hector
34067,34067,F,S,S,D,Florina-Rebecca-Eliwood
34068,34068,S,S,S,S,Canas-Dart-Lyn
34069,34069,S,S,S,S,Canas-Erk-Hector
34070,34070,S,S,S,S,Rebecca-Dorcas-Hector
34071,34071,S,A,S,S,Dorcas-Matthew-Eliwood
34072,34072,F,B,S,D,Erk-Matthew-Lyn
34073,34073,S,S,S,S,Matthew-Canas-Eliwood
34074,34074,S,S,S,S,Matthew-Dart-Hector
34075,34075,S,S,S,S,Sain-Heath-Eliwood
34076,34076,S,S,S,S,Erk-Dart-Lyn
34077,34077,S,B,S,A,Lucius-Matthew-Hector
34078,34078,S,S,S,S,Heath-Erk-Eliwood
34079,34079,S,S,S,S,Rebecca-Matthew-Hector
34080,34080,S,S,S,S,Bartre-Lucius-Eliwood
34081,34081,S,A,S,S,Erk-Raven-Eliwood
34082,34082,S,S,S,S,Rebecca-Marcus-Hector
34083,34083,F,S,S,D,Sain-Erk-Lyn
34084,34084,S,S,S,S,Rath-Lucius-Eliwood
34085,34085,S,S,S,S,Raven-Guy-Eliwood
34086,34086,S,S,S,S,Erk-Rebecca-Eliwood
34087,34087,S,A,S,S,Florina-Sain-Eliwood
34088,34088,S,A,S,S,Rebecca-Florina-Hector
34089,34089,S,S,S,S,Marcus-Guy-Eliwood
34090,34090,F,S,S,D,Florina-Matthew-Eliwood
34091,34091,S,S,S,S,Lucius-Dorcas-Eliwood
34092,34092,S,S,S,S,Rath-Dart-Hector
34093,34093,F,S,S,D,Heath-Matthew-Lyn
34094,34094,S,S,S,S,Lucius-Heath-Eliwood
34095,34095,S,S,S,S,Rath-Rebecca-Eliwood
34096,34096,S,S,S,S,Dorcas-Dart-Eliwood
34097,34097,S,S,S,S,Oswin-Rath-Eliwood
34098,34098,S,S,S,S,Guy-Marcus-Hector
34099,34099,S,S,S,S,Guy-Rath-Eliwood
34100,34100,S,S,S,S,Heath-Guy-Hector
34101,34101,S,S,S,S,Guy-Dart-Hector
34102,34102,S,A,S,S,Matthew-Kent-Eliwood
34103,34103,S,S,S,S,Heath-Rebecca-Eliwood
34104,34104,S,S,S,S,Oswin-Heath-Eliwood
34105,34105,S,A,S,S,Dart-Florina-Eliwood
34106,34106,S,S,S,S,Lucius-Dart-Hector
34107,34107,S,S,S,S,Lowen-Sain-Eliwood
34108,34108,S,A,S,S,Oswin-Sain-Hector
34109,34109,S,S,S,S,Canas-Guy-Hector
34110,34110,S,S,S,S,Oswin-Lucius-Eliwood
34111,34111,F,S,S,D,Dorcas-Marcus-Lyn
34112,34112,S,S,S,S,Heath-Guy-Hector
34113,34113,S,S,S,S,Kent-Lucius-Lyn
34114,34114,S,S,S,S,Raven-Lowen-Eliwood
34115,34115,S,A,S,S,Kent-Dart-Hector
34116,34116,S,S,S,S,Oswin-Sain-Eliwood
34117,34117,S,S,S,S,Raven-Rath-Hector
34118,34118,S,S,S,S,Canas-Lowen-Hector
34119,34119,S,S,S,S,Heath-Rebecca-Eliwood
34120,34120,S,A,S,S,Rebecca-Erk-Eliwood
34121,34121,S,S,S,S,Canas-Rebecca-Hector
34122,34122,S,A,S,S,Canas-Matthew-Hector
34123,34123,S,S,S,S,Oswin-Sain-Hector
34124,34124,S,S,S,S,Florina-Rath-Lyn
34125,34125,S,S,S,S,Guy-Lucius-Hector
34126,34126,S,S,S,S,Canas-Lucius-Lyn
34127,34127,S,S,S,S,Kent-Oswin-Hector
34128,34128,S,A,S,S,Heath-Florina-Hector
34129,34129,S,S,S,S,Rebecca-Sain-Eliwood
34130,34130,S,S,S,S,Lucius-Canas-Lyn
34131,34131,S,S,S,S,Florina-Rebecca-Eliwood
34132,34132,S,A,S,S,Florina-Raven-Eliwood
34133,34133,S,S,S,S,Rath-Erk-Lyn
34134,34134,F,B,S,D,Kent-Florina-Hector
34135,34135,S,S,S,S,Oswin-Rath-Eliwood
34136,34136,S,A,S,S,Lucius-Florina-Lyn
34137,34137,S,S,S,S,Dorcas-Guy-Lyn
34138,34138,F,S,S,D,Raven-Heath-Hector
34139,34139,S,S,S,S,Dart-Marcus-Eliwood
34140,34140,S,S,S,S,Guy-Canas-Eliwood
34141,34141,S,S,S,S,Kent-Marcus-Lyn
34142,34142,F,S,S,D,Marcus-Dart-Lyn
34143,34143,S,S,S,S,Marcus-Matthew-Lyn
34144,34144,S,S,S,S,Lowen-Florina-Hector
34145,34145,S,S,S,S,Erk-Sain-Lyn
34146,34146,S,S,S,S,Bartre-Heath-Hector
34147,34147,S,S,S,S,Sain-Matthew-Eliwood
34148,34148,S,S,S,S,Lowen-Dorcas-Hector
34149,34149,S,S,S,S,Dart-Heath-Eliwood
34150,34150,S,A,S,S,Florina-Rebecca-Hector
34151,34151,S,S,S,S,Heath-Erk-Eliwood
34152,34152,S,S,S,S,Lowen-Canas-Lyn
34153,34153,S,S,S,S,Guy-Lucius-Hector
34154,34154,F,S,S,D,Guy-Lowen-Hector
34155,34155,S,S,S,S,Kent-Lowen-Hector
34156,34156,S,S,S,S,Oswin-Heath-Eliwood
34157,34157,S,S,S,S,Oswin-Rebecca-Eliwood
34158,34158,F,S,S,D,Raven-Marcus-Eliwood
34159,34159,S,S,S,S,Raven-Heath-Eliwood
34160,34160,S,S,S,S,Marcus-Oswin-Eliwood
34161,34161,S,S,S,S,Dart-Sain-Eliwood
34162,34162,S,S,S,S,Matthew-Marcus-Eliwood
34163,34163,S,S,S,S,Oswin-Heath-Hector
34164,34164,F,S,S,D,Heath-Lucius-Lyn
34165,34165,S,A,S,S,Sain-Kent-Lyn
34166,34166,S,S,S,S,Marcus-Heath-Hector
34167,34167,S,B,S,A,Matthew-Erk-Hector
34168,34168,S,S,S,S,Heath-Oswin-Eliwood
34169,34169,S,S,S,S,Kent-Dart-Eliwood
34170,34170,S,S,S,S,Erk-Matthew-Lyn
34171,34171,F,S,S,D,Lucius-Marcus-Eliwood
34172,34172,F,S,S,D,Erk-Lowen-Eliwood
34173,34173,S,A,S,S,Marcus-Erk-Lyn
34174,34174,S,S,S,S,Dorcas-Dart-Eliwood
34175,34175,S,S,S,S,Dart-Sain-Eliwood
34176,34176,S,B,S,A,Rebecca-Guy-Lyn
34177,34177,F,S,S,D,Bartre-Canas-Eliwood
34178,34178,S,S,S,S,Dorcas-Marcus-Hector
34179,34179,S,A,S,S,Marcus-Matthew-Eliwood
34180,34180,S,S,S,S,Dart-Guy-Hector
34181,34181,S,S,S,S,Canas-Dart-Lyn
34182,34182,S,A,S,S,Rebecca-Heath-Hector
34183,34183,S,S,S,S,Bartre-Raven-Hector
34184,34184,S,S,S,S,Rebecca-Marcus-Hector
34185,34185,S,S,S,S,Heath-Rath-Hector
34186,34186,S,A,S,S,Canas-Rebecca-Hector
34187,34187,S,S,S,S,Erk-Marcus-Lyn
34188,34188,S,S,S,S,Rebecca-Kent-Eliwood
34189,34189,S,S,S,S,Lucius-Sain-Lyn
34190,34190,F,S,S,D,Dart-Raven-Eliwood
34191,34191,S,A,S,S,Dart-Dorcas-Hector
34192,34192,S,S,S,S,Heath-Dorcas-Hector
34193,34193,F,S,F,F,Sain-Erk-Lyn
34194,34194,S,S,S,S,Rath-Canas-Lyn
34195,34195,S,S,S,S,Lowen-Rebecca-Eliwood
34196,34196,S,S,S,S,Guy-Heath-Hector
34197,34197,S,A,S,S,Bartre-Rebecca-Hector
34198,34198,F,S,S,D,Sain-Lucius-Lyn
34199,34199,S,B,S,A,Kent-Matthew-Hector
34200,34200,S,S,S,S,Lowen-Kent-Eliwood
34201,34201,S,S,S,S,Oswin-Sain-Hector
34202,34202,S,S,S,S,Lowen-Bartre-Eliwood
34203,34203,S,S,S,S,Sain-Heath-Eliwood
34204,34204,S,S,S,S,Marcus-Kent-Lyn
34205,34205,S,S,S,S,Rath-Rebecca-Hector
34206,34206,S,S,S,S,Rath-Sain-Eliwood
34207,34207,S,S,S,S,Bartre-Raven-Eliwood
34208,34208,S,S,S,S,Kent-Raven-Lyn
34209,34209,F,S,S,D,Rebecca-Rath-Eliwood
34210,34210,S,S,S,S,Lowen-Florina-Hector
34211,34211,S,S,S,S,Marcus-Sain-Eliwood
34212,34212,S,S,S,S,Bartre-Dorcas-Hector
34213,34213,S,S,S,S,Bartre-Lucius-Eliwood
34214,34214,F,A,S,D,Matthew-Heath-Hector
34215,34215,S,A,S,S,Matthew-Guy-Eliwood
34216,34216,S,S,S,S,Lucius-Bartre-Eliwood
34217,34217,F,S,S,D,Oswin-Matthew-Lyn
34218,34218,S,S,S,S,Oswin-Lowen-Hector
34219,34219,S,S,S,S,Rath-Heath-Lyn
34220,34220,S,A,S,S,Raven-Rebecca-Eliwood
34221,34221,S,S,S,S,Canas-Rath-Hector
34222,34222,S,S,S,S,Matthew-Lowen-Hector
34223,34223,S,S,S,S,Canas-Guy-Hector
34224,34224,S,S,S,S,Rebecca-Heath-Eliwood
34225,34225,S,S,S,S,Rebecca-Heath-Lyn
34226,34226,F,S,S,D,Bartre-Marcus-Lyn
34227,34227,S,S,S,S,Rebecca-Rath-Hector
34228,34228,S,S,S,S,Marcus-Oswin-Eliwood
34229,34229,S,S,S,S,Dart-Sain-Hector
34230,34230,S,A,S,S,Lowen-Rebecca-Lyn
34231,34231,S,A,S,S,Bartre-Matthew-Eliwood
34232,34232,S,S,S,S,Lowen-Guy-Lyn
34233,34233,S,A,S,S,Florina-Matthew-Lyn
34234,34234,S,S,S,S,Dart-Raven-Lyn
34235,34235,S,A,S,S,Dorcas-Rebecca-Eliwood
34236,34236,S,S,S,S,Canas-Rath-Lyn
34237,34237,S,S,S,S,Marcus-Rath-Hector
34238,34238,S,S,S,S,Heath-Rebecca-Lyn
34239,34239,S,S,S,S,Guy-Bartre-Eliwood
34240,34240,S,S,S,S,Kent-Lucius-Lyn
34241,34241,F,A,S,D,Dorcas-Lucius-Lyn
